cicada-solvers/GematriaPrimusTool	https://github.com/cicada-solvers/GematriaPrimusTool	7	JavaScript	-	2021-11-07T02:23:52Z	A translator tool based off of JXlate for use with the Cicada 3301 Gematria Primus table.
cicada-solvers/isitcicada	https://github.com/cicada-solvers/isitcicada	12	JavaScript	GPL-3.0	2023-07-06T23:02:43Z	PGP web-app that verifies signed ascii armor messages automatically.
cicada-solvers/idkfa-web	https://github.com/cicada-solvers/idkfa-web	0	JavaScript	ISC	2023-03-05T21:56:59Z	Liber Primus Translator by rtkd, converted into a web-app
cicada-solvers/a2e7j6ic78h0j-archive	https://github.com/cicada-solvers/a2e7j6ic78h0j-archive	1	HTML	-	2021-01-16T11:38:41Z	an archive of r/a2e7j6ic78h0j
cicada-solvers/Cicada-DWH-HashcatAttempts	https://github.com/cicada-solvers/Cicada-DWH-HashcatAttempts	0	Python	-	2025-10-29T23:07:00Z	A collection of hashcat tests against the Liber Primus "Deep Web Hash" and their results
cicada-solvers/3301chef	https://github.com/cicada-solvers/3301chef	5	HTML	Apache-2.0	2022-04-27T09:54:02Z	Clone of 3301chef. Redistributed in compliance with the Apache License requirements. Credit goes to Onecool for their modifications of CyberChef, as well as other relevant authors.
cicada-solvers/idkfa	https://github.com/cicada-solvers/idkfa	0	JavaScript	ISC	2023-03-05T22:23:08Z	rtkd's idkfa
cicada-solvers/cicada-library	https://github.com/cicada-solvers/cicada-library	0	Python	GPL-3.0	2021-11-07T01:52:59Z	A python library for working with the Liber Primus
cicada-solvers/3301-hash-alarm	https://github.com/cicada-solvers/3301-hash-alarm	0	JavaScript	GPL-3.0	2021-05-04T10:09:13Z	Within the deep web, there exists a page that hashes to: 36367763ab73783c7af284446c59466b4cd653239a311cb7116d4618dee09a8425893dc7500b464fdaf1672d7bef5e891c6e2274568926a49fb4f45132c2a8b4. It is the duty of every pilgrim to seek out this page
cicada-solvers/CicadaArchiveTool	https://github.com/cicada-solvers/CicadaArchiveTool	0	-	-	2020-09-09T14:08:28Z	-
cicada-solvers/WPCH-3301	https://github.com/cicada-solvers/WPCH-3301	0	Python	-	2025-11-01T01:04:53Z	Web page content hasher-3301
cicada-solvers/LiberPrayground	https://github.com/cicada-solvers/LiberPrayground	0	-	-	2021-03-04T21:07:49Z	A Liber Primus solving playground
cicada-solvers/lphelper	https://github.com/cicada-solvers/lphelper	0	Python	-	2025-11-01T01:08:46Z	-
cicada-solvers/iddqd	https://github.com/cicada-solvers/iddqd	6	-	-	2024-10-12T21:28:00Z	3301 - Unmodified files, transcription and other assets.
cicada-solvers/idclip	https://github.com/cicada-solvers/idclip	0	-	-	2018-02-16T20:17:10Z	3301 - Find strings in Project Sonar HTTP data
