ibotpeaches/keys/67F363C61BA8FB6FDBA9C47D0670B0E57A35090F.asc	https://raw.githubusercontent.com/iBotPeaches/cicada_3301/master/keys/67F363C61BA8FB6FDBA9C47D0670B0E57A35090F.asc	upstream source: github.com/iBotPeaches/cicada_3301 (third independent compilation; krisyotam vendors a copy). Fetched from upstream, not the vendored copy.
ibotpeaches/keys/67F363C61BA8FB6FDBA9C47D0670B0E57A35090F.asc.gpg	https://raw.githubusercontent.com/iBotPeaches/cicada_3301/master/keys/67F363C61BA8FB6FDBA9C47D0670B0E57A35090F.asc.gpg	upstream source: github.com/iBotPeaches/cicada_3301 (third independent compilation; krisyotam vendors a copy). Fetched from upstream, not the vendored copy.
ibotpeaches/messages/2012/162667212858.asc	https://raw.githubusercontent.com/iBotPeaches/cicada_3301/master/messages/2012/162667212858.asc	upstream source: github.com/iBotPeaches/cicada_3301 (third independent compilation; krisyotam vendors a copy). Fetched from upstream, not the vendored copy.
ibotpeaches/messages/2012/52.216802.asc	https://raw.githubusercontent.com/iBotPeaches/cicada_3301/master/messages/2012/52.216802.asc	upstream source: github.com/iBotPeaches/cicada_3301 (third independent compilation; krisyotam vendors a copy). Fetched from upstream, not the vendored copy.
ibotpeaches/messages/2012/a-poem-of-fading-death.asc	https://raw.githubusercontent.com/iBotPeaches/cicada_3301/master/messages/2012/a-poem-of-fading-death.asc	upstream source: github.com/iBotPeaches/cicada_3301 (third independent compilation; krisyotam vendors a copy). Fetched from upstream, not the vendored copy.
ibotpeaches/messages/2012/congratulations.asc	https://raw.githubusercontent.com/iBotPeaches/cicada_3301/master/messages/2012/congratulations.asc	upstream source: github.com/iBotPeaches/cicada_3301 (third independent compilation; krisyotam vendors a copy). Fetched from upstream, not the vendored copy.
ibotpeaches/messages/2012/from-here-on-out.asc	https://raw.githubusercontent.com/iBotPeaches/cicada_3301/master/messages/2012/from-here-on-out.asc	upstream source: github.com/iBotPeaches/cicada_3301 (third independent compilation; krisyotam vendors a copy). Fetched from upstream, not the vendored copy.
ibotpeaches/messages/2012/hello-we-have-now.asc	https://raw.githubusercontent.com/iBotPeaches/cicada_3301/master/messages/2012/hello-we-have-now.asc	upstream source: github.com/iBotPeaches/cicada_3301 (third independent compilation; krisyotam vendors a copy). Fetched from upstream, not the vendored copy.
ibotpeaches/messages/2012/hello-you-have-shared.asc	https://raw.githubusercontent.com/iBotPeaches/cicada_3301/master/messages/2012/hello-you-have-shared.asc	upstream source: github.com/iBotPeaches/cicada_3301 (third independent compilation; krisyotam vendors a copy). Fetched from upstream, not the vendored copy.
ibotpeaches/messages/2012/in-twenty-nine-volumes.asc	https://raw.githubusercontent.com/iBotPeaches/cicada_3301/master/messages/2012/in-twenty-nine-volumes.asc	upstream source: github.com/iBotPeaches/cicada_3301 (third independent compilation; krisyotam vendors a copy). Fetched from upstream, not the vendored copy.
